36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
00:12:56.0 (375346)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
00:12:56.0 (409296)|EXECUTION_STARTED
00:12:56.0 (417283)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sbCc|VF: /apex/AddNewStudent
00:12:56.0 (855409)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660o000008sbCc
00:12:56.0 (8338538)|VF_DESERIALIZE_VIEWSTATE_END
00:12:56.8 (8846623)|SYSTEM_MODE_ENTER|true
00:12:56.9 (9827251)|SYSTEM_MODE_ENTER|true
00:12:56.9 (9883844)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:12:56.9 (9893409)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
00:12:56.9 (9932409)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x2dee2090
00:12:56.9 (9939899)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
00:12:56.9 (9948560)|VARIABLE_ASSIGNMENT|[88]|escape|null
00:12:56.0 (10819052)|SYSTEM_MODE_ENTER|true
00:12:56.0 (10842674)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
00:12:56.0 (10851501)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:376
00:12:56.0 (10855806)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:63
00:12:56.0 (10859261)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
00:12:56.0 (10867531)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
00:12:56.0 (10872924)|STATEMENT_EXECUTE|[1]
00:12:56.0 (10878762)|STATEMENT_EXECUTE|[1]
00:12:56.0 (10886173)|SYSTEM_MODE_ENTER|false
00:12:56.0 (10893273)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
00:12:56.0 (10898375)|STATEMENT_EXECUTE|[18]
00:12:56.0 (10900320)|STATEMENT_EXECUTE|[37]
00:12:56.0 (10905647)|SYSTEM_MODE_EXIT|false
00:12:56.0 (10912838)|METHOD_EXIT|[1]|Controller
00:12:56.0 (10975816)|SYSTEM_MODE_ENTER|true
00:12:56.0 (11027508)|SYSTEM_MODE_ENTER|true
00:12:56.0 (11086091)|SYSTEM_MODE_ENTER|true
00:12:56.0 (11131887)|SYSTEM_MODE_ENTER|true
00:12:56.0 (11171740)|SYSTEM_MODE_ENTER|true
00:12:56.0 (11210334)|SYSTEM_MODE_ENTER|true
00:12:56.0 (11313457)|SYSTEM_MODE_ENTER|true
00:12:56.0 (11550002)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:64
00:12:56.0 (11559096)|VARIABLE_SCOPE_BEGIN|[56]|this|Controller|true|false
00:12:56.0 (11608947)|VARIABLE_ASSIGNMENT|[56]|this|{}|0xd907fae
00:12:56.0 (11621989)|SYSTEM_MODE_ENTER|false
00:12:56.0 (11628930)|HEAP_ALLOCATE|[57]|Bytes:5
00:12:56.0 (11633790)|STATEMENT_EXECUTE|[56]
00:12:56.0 (11635644)|STATEMENT_EXECUTE|[57]
00:12:56.0 (11646298)|HEAP_ALLOCATE|[57]|Bytes:4
00:12:56.0 (11673925)|VARIABLE_SCOPE_BEGIN|[57]|options|List<System.SelectOption>|true|false
00:12:56.0 (11701995)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:12:56.0 (11713531)|VARIABLE_ASSIGNMENT|[57]|options|[]|0x8dec3d0
00:12:56.0 (11720131)|STATEMENT_EXECUTE|[58]
00:12:56.0 (11723189)|HEAP_ALLOCATE|[58]|Bytes:33
00:12:56.0 (11738195)|HEAP_ALLOCATE|[58]|Bytes:4
00:12:56.0 (12812224)|SOQL_EXECUTE_BEGIN|[58]|Aggregations:0|SELECT className__C FROM Class__c
00:12:56.0 (15314255)|SOQL_EXECUTE_END|[58]|Rows:2
00:12:56.0 (15335744)|HEAP_ALLOCATE|[58]|Bytes:12
00:12:56.0 (15350257)|HEAP_ALLOCATE|[58]|Bytes:101
00:12:56.0 (15418253)|HEAP_ALLOCATE|[58]|Bytes:12
00:12:56.0 (15433730)|VARIABLE_SCOPE_BEGIN|[58]|data|List<Class__c>|true|false
00:12:56.0 (15466524)|VARIABLE_ASSIGNMENT|[58]|data|[{"className__c":"Math","Id":"a0H0o00000fJQOvEAO"},{"className__c":"English","Id":"a0H0o00000fJQOwEAO"}]|0x31d3b6f3
00:12:56.0 (15633252)|HEAP_ALLOCATE|[59]|Bytes:5
00:12:56.0 (15654605)|HEAP_ALLOCATE|[59]|Bytes:12
00:12:56.0 (15663419)|VARIABLE_SCOPE_BEGIN|[59]|c|Class__c|true|false
00:12:56.0 (15679778)|VARIABLE_ASSIGNMENT|[59]|c|{"className__c":"Math","Id":"a0H0o00000fJQOvEAO"}|0x311c9ef7
00:12:56.0 (15686747)|STATEMENT_EXECUTE|[59]
00:12:56.0 (15688718)|STATEMENT_EXECUTE|[60]
00:12:56.0 (15695925)|HEAP_ALLOCATE|[60]|Bytes:12
00:12:56.0 (15778773)|HEAP_ALLOCATE|[60]|Bytes:4
00:12:56.0 (15822235)|HEAP_ALLOCATE|[60]|Bytes:4
00:12:56.0 (15865673)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:12:56.0 (15880652)|HEAP_ALLOCATE|[59]|Bytes:5
00:12:56.0 (15891620)|HEAP_ALLOCATE|[59]|Bytes:12
00:12:56.0 (15899044)|VARIABLE_SCOPE_BEGIN|[59]|c|Class__c|true|false
00:12:56.0 (15915532)|VARIABLE_ASSIGNMENT|[59]|c|{"className__c":"English","Id":"a0H0o00000fJQOwEAO"}|0x44a13ea7
00:12:56.0 (15921395)|STATEMENT_EXECUTE|[59]
00:12:56.0 (15922994)|STATEMENT_EXECUTE|[60]
00:12:56.0 (15954530)|HEAP_ALLOCATE|[60]|Bytes:7
