36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
00:22:58.0 (418957)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
00:22:58.0 (473858)|EXECUTION_STARTED
00:22:58.0 (483377)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
00:22:58.0 (87386274)|SYSTEM_MODE_ENTER|true
00:22:58.0 (87755022)|HEAP_ALLOCATE|[72]|Bytes:3
00:22:58.0 (87801721)|HEAP_ALLOCATE|[77]|Bytes:152
00:22:58.0 (87820344)|HEAP_ALLOCATE|[342]|Bytes:408
00:22:58.0 (87838918)|HEAP_ALLOCATE|[355]|Bytes:408
00:22:58.0 (87856274)|HEAP_ALLOCATE|[467]|Bytes:48
00:22:58.0 (87890618)|HEAP_ALLOCATE|[139]|Bytes:6
00:22:58.0 (87911000)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
00:22:58.0 (87918997)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:280
00:22:58.0 (87925080)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
00:22:58.0 (87931464)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:15
00:22:58.0 (87949363)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
00:22:58.0 (87960307)|STATEMENT_EXECUTE|[1]
00:22:58.0 (87968770)|STATEMENT_EXECUTE|[1]
00:22:58.0 (88001292)|HEAP_ALLOCATE|[50]|Bytes:5
00:22:58.0 (88028735)|HEAP_ALLOCATE|[56]|Bytes:5
00:22:58.0 (88039919)|HEAP_ALLOCATE|[64]|Bytes:7
00:22:58.0 (88059732)|SYSTEM_MODE_ENTER|false
00:22:58.0 (88073138)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
00:22:58.0 (88081084)|STATEMENT_EXECUTE|[16]
00:22:58.0 (88083520)|STATEMENT_EXECUTE|[32]
00:22:58.0 (88092312)|SYSTEM_MODE_EXIT|false
00:22:58.0 (88106487)|METHOD_EXIT|[1]|Controller
00:22:58.0 (88338662)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
