36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
03:31:46.0 (410645)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
03:31:46.0 (461111)|EXECUTION_STARTED
03:31:46.0 (468908)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
03:31:46.0 (4306928)|SYSTEM_MODE_ENTER|true
03:31:46.0 (4738368)|HEAP_ALLOCATE|[72]|Bytes:3
03:31:46.0 (4786729)|HEAP_ALLOCATE|[77]|Bytes:152
03:31:46.0 (4811962)|HEAP_ALLOCATE|[342]|Bytes:408
03:31:46.0 (4837513)|HEAP_ALLOCATE|[355]|Bytes:408
03:31:46.0 (4859486)|HEAP_ALLOCATE|[467]|Bytes:48
03:31:46.0 (4899583)|HEAP_ALLOCATE|[139]|Bytes:6
03:31:46.0 (4930890)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:23
03:31:46.0 (4941825)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:368
03:31:46.0 (4948551)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:63
03:31:46.0 (4956607)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
03:31:46.0 (4973587)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
03:31:46.0 (4984042)|STATEMENT_EXECUTE|[1]
03:31:46.0 (4991020)|STATEMENT_EXECUTE|[1]
03:31:46.0 (5024454)|HEAP_ALLOCATE|[50]|Bytes:5
03:31:46.0 (5064902)|HEAP_ALLOCATE|[56]|Bytes:5
03:31:46.0 (5088642)|HEAP_ALLOCATE|[64]|Bytes:7
03:31:46.0 (5120068)|SYSTEM_MODE_ENTER|false
03:31:46.0 (5139417)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:31:46.0 (5147890)|STATEMENT_EXECUTE|[17]
03:31:46.0 (5151087)|STATEMENT_EXECUTE|[24]
03:31:46.0 (5158150)|SYSTEM_MODE_EXIT|false
03:31:46.0 (5171745)|METHOD_EXIT|[1]|Controller
03:31:46.0 (5213379)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:64
03:31:46.0 (5226269)|VARIABLE_SCOPE_BEGIN|[1]|this|Controller|true|false
03:31:46.0 (5369895)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x7b9397f2
03:31:46.0 (5394259)|SYSTEM_MODE_ENTER|false
03:31:46.0 (5405642)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:31:46.0 (5421238)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
03:31:46.0 (5479242)|SYSTEM_MODE_EXIT|false
03:31:46.0 (5489879)|STATEMENT_EXECUTE|[1]
03:31:46.0 (5496419)|SYSTEM_MODE_ENTER|false
03:31:46.0 (5504699)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:31:46.0 (5510794)|STATEMENT_EXECUTE|[2]
