36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
23:38:32.0 (431429)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
23:38:32.0 (476351)|EXECUTION_STARTED
23:38:32.0 (484693)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
23:38:32.0 (2863876)|SYSTEM_MODE_ENTER|true
23:38:32.0 (3215972)|HEAP_ALLOCATE|[72]|Bytes:3
23:38:32.0 (3258521)|HEAP_ALLOCATE|[77]|Bytes:152
23:38:32.0 (3272090)|HEAP_ALLOCATE|[342]|Bytes:408
23:38:32.0 (3297536)|HEAP_ALLOCATE|[355]|Bytes:408
23:38:32.0 (3315471)|HEAP_ALLOCATE|[467]|Bytes:48
23:38:32.0 (3343087)|HEAP_ALLOCATE|[139]|Bytes:6
23:38:32.0 (3364085)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
23:38:32.0 (3370809)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:280
23:38:32.0 (3374812)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:55
23:38:32.0 (3378927)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
23:38:32.0 (3390498)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
23:38:32.0 (3398161)|STATEMENT_EXECUTE|[1]
23:38:32.0 (3403955)|STATEMENT_EXECUTE|[1]
23:38:32.0 (3429076)|HEAP_ALLOCATE|[50]|Bytes:5
23:38:32.0 (3452055)|HEAP_ALLOCATE|[56]|Bytes:5
23:38:32.0 (3459763)|HEAP_ALLOCATE|[64]|Bytes:7
23:38:32.0 (3473823)|SYSTEM_MODE_ENTER|false
23:38:32.0 (3484498)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
23:38:32.0 (3489134)|STATEMENT_EXECUTE|[17]
23:38:32.0 (3490952)|STATEMENT_EXECUTE|[33]
23:38:32.0 (3510014)|SYSTEM_MODE_EXIT|false
23:38:32.0 (3522047)|METHOD_EXIT|[1]|Controller
23:38:32.0 (3539165)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
23:38:32.0 (3557556)|VARIABLE_SCOPE_BEGIN|[12]|this|Controller|true|false
23:38:32.0 (3631173)|VARIABLE_ASSIGNMENT|[12]|this|{}|0x117f34e8
23:38:32.0 (3648874)|SYSTEM_MODE_ENTER|false
23:38:32.0 (3657416)|HEAP_ALLOCATE|[13]|Bytes:5
23:38:32.0 (3663821)|STATEMENT_EXECUTE|[1]
23:38:32.0 (3668197)|HEAP_ALLOCATE|[13]|Bytes:5
23:38:32.0 (3672924)|STATEMENT_EXECUTE|[2]
23:38:32.0 (3675094)|STATEMENT_EXECUTE|[3]
23:38:32.0 (3676971)|STATEMENT_EXECUTE|[4]
23:38:32.0 (3678718)|STATEMENT_EXECUTE|[5]
23:38:32.0 (3680500)|STATEMENT_EXECUTE|[6]
23:38:32.0 (3682480)|STATEMENT_EXECUTE|[7]
23:38:32.0 (3684300)|STATEMENT_EXECUTE|[8]
23:38:32.0 (3699010)|STATEMENT_EXECUTE|[9]
23:38:32.0 (3700537)|STATEMENT_EXECUTE|[10]
23:38:32.0 (3710993)|HEAP_ALLOCATE|[13]|Bytes:6
23:38:32.0 (3760642)|STATEMENT_EXECUTE|[12]
23:38:32.0 (3763578)|STATEMENT_EXECUTE|[13]
23:38:32.0 (3790497)|HEAP_ALLOCATE|[13]|Bytes:4
23:38:32.0 (3961262)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x117f34e8
23:38:32.0 (3977424)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x6b9bcc9c
23:38:32.0 (3995971)|VARIABLE_ASSIGNMENT|[10]|this.student|{}|0x117f34e8
23:38:32.0 (4008476)|STATEMENT_EXECUTE|[14]
23:38:32.0 (4014253)|HEAP_ALLOCATE|[14]|Bytes:188
23:38:32.0 (4020806)|HEAP_ALLOCATE|[14]|Bytes:17
23:38:32.0 (4032175)|HEAP_ALLOCATE|[14]|Bytes:24
23:38:32.0 (4052760)|CONSTRUCTOR_ENTRY|[14]|01p0o00000GLKhZ|<init>()|Controller.KeySearchDTO
23:38:32.0 (4076167)|VARIABLE_SCOPE_BEGIN|[24]|this|Controller.KeySearchDTO|true|false
23:38:32.0 (4095267)|VARIABLE_ASSIGNMENT|[24]|this|{}|0x5610650e
23:38:32.0 (4101382)|STATEMENT_EXECUTE|[17]
23:38:32.0 (4102890)|STATEMENT_EXECUTE|[18]
23:38:32.0 (4104322)|STATEMENT_EXECUTE|[19]
23:38:32.0 (4105684)|STATEMENT_EXECUTE|[20]
23:38:32.0 (4107013)|STATEMENT_EXECUTE|[21]
23:38:32.0 (4108329)|STATEMENT_EXECUTE|[22]
23:38:32.0 (4118614)|STATEMENT_EXECUTE|[24]
23:38:32.0 (4120198)|STATEMENT_EXECUTE|[25]
23:38:32.0 (4135051)|HEAP_ALLOCATE|[25]|Bytes:4
23:38:32.0 (4209884)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x5610650e
23:38:32.0 (4226799)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0xa341ffb
23:38:32.0 (4238996)|VARIABLE_ASSIGNMENT|[22]|this.objStudentFrom|{}|0x5610650e
23:38:32.0 (4247970)|STATEMENT_EXECUTE|[26]
23:38:32.0 (4260663)|HEAP_ALLOCATE|[26]|Bytes:4
23:38:32.0 (4314262)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"objStudentFrom":"0xa341ffb"}|0x5610650e
23:38:32.0 (4325535)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x7f5baca1
23:38:32.0 (4335309)|VARIABLE_ASSIGNMENT|[21]|this.objStudentTo|{}|0x5610650e
23:38:32.0 (4343362)|STATEMENT_EXECUTE|[27]
23:38:32.0 (4378644)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"objStudentFrom":"0xa341ffb","objStudentTo":"0x7f5baca1"}|0x5610650e
23:38:32.0 (4391098)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
23:38:32.0 (4397299)|HEAP_ALLOCATE|[18]|Bytes:5
23:38:32.0 (4404307)|VARIABLE_ASSIGNMENT|[18]|this.increasing|false|0x5610650e
23:38:32.0 (4412200)|STATEMENT_EXECUTE|[28]
23:38:32.0 (4424016)|HEAP_ALLOCATE|[28]|Bytes:4
23:38:32.0 (4467844)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"increasing":false,"objStudentFrom":"0xa341ffb","objStudentTo":"0x7f5baca1"}|0x5610650e
23:38:32.0 (4479523)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x596af2
23:38:32.0 (4489643)|VARIABLE_ASSIGNMENT|[19]|this.studentName|{}|0x5610650e
23:38:32.0 (4497820)|STATEMENT_EXECUTE|[29]
23:38:32.0 (4532353)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"increasing":false,"objStudentFrom":"0xa341ffb","objStudentTo":"0x7f5baca1","studentName":"0x596af2"}|0x5610650e
23:38:32.0 (4542266)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|""
23:38:32.0 (4550167)|VARIABLE_ASSIGNMENT|[20]|this.className|""|0x5610650e
23:38:32.0 (4564754)|CONSTRUCTOR_EXIT|[14]|01p0o00000GLKhZ|<init>()|Controller.KeySearchDTO
23:38:32.0 (4592646)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"student":"0x6b9bcc9c"}|0x117f34e8
23:38:32.0 (4612713)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"className":"","increasing":false,"objStudentFrom":"0xa341ffb","objStudentTo":"0x7f5baca1","studentName":"0x596af2"}|0x5610650e
23:38:32.0 (4621504)|VARIABLE_ASSIGNMENT|[3]|this.objKeySearch|0x5610650e|0x117f34e8
23:38:32.0 (4630901)|SYSTEM_MODE_EXIT|false
23:38:32.0 (4690414)|SYSTEM_MODE_ENTER|true
23:38:32.0 (5475241)|SYSTEM_MODE_ENTER|true
23:38:32.6 (6855269)|SYSTEM_MODE_ENTER|true
23:38:32.6 (6892783)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
23:38:32.6 (6900893)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
23:38:32.7 (7036431)|SYSTEM_MODE_ENTER|true
23:38:32.7 (7096886)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:38:32.7 (7108407)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
23:38:32.7 (7136704)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x30d841e8
23:38:32.7 (7144198)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
23:38:32.7 (7152279)|VARIABLE_ASSIGNMENT|[88]|escape|null
23:38:32.7 (7251421)|SYSTEM_MODE_ENTER|true
23:38:32.7 (7291557)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:38:32.7 (7298659)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
23:38:32.7 (7323100)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x30d841e8
23:38:32.0 (8037702)|SYSTEM_MODE_ENTER|true
23:38:32.0 (9917543)|SYSTEM_MODE_ENTER|true
23:38:32.0 (9971456)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
23:38:32.0 (9984552)|VARIABLE_SCOPE_BEGIN|[61]|this|Controller|true|false
23:38:32.0 (10023923)|VARIABLE_ASSIGNMENT|[61]|this|{"objKeySearch":"0x5610650e","student":"0x6b9bcc9c"}|0x117f34e8
23:38:32.0 (10039670)|SYSTEM_MODE_ENTER|false
23:38:32.0 (10047924)|HEAP_ALLOCATE|[62]|Bytes:5
23:38:32.0 (10053162)|STATEMENT_EXECUTE|[61]
23:38:32.0 (10055449)|STATEMENT_EXECUTE|[62]
23:38:32.0 (10066849)|HEAP_ALLOCATE|[62]|Bytes:4
23:38:32.0 (10103325)|VARIABLE_SCOPE_BEGIN|[62]|options|List<System.SelectOption>|true|false
23:38:32.0 (10128124)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
23:38:32.0 (10138345)|VARIABLE_ASSIGNMENT|[62]|options|[]|0x5fceb825
23:38:32.0 (10144090)|STATEMENT_EXECUTE|[63]
23:38:32.0 (10147956)|HEAP_ALLOCATE|[63]|Bytes:33
23:38:32.0 (10164705)|HEAP_ALLOCATE|[63]|Bytes:4
23:38:32.0 (11210003)|SOQL_EXECUTE_BEGIN|[63]|Aggregations:0|SELECT className__C FROM Class__c
23:38:32.0 (13815284)|SOQL_EXECUTE_END|[63]|Rows:2
23:38:32.0 (13843892)|HEAP_ALLOCATE|[63]|Bytes:12
23:38:32.0 (13864626)|HEAP_ALLOCATE|[63]|Bytes:101
23:38:32.0 (13945628)|HEAP_ALLOCATE|[63]|Bytes:12
23:38:32.0 (13976340)|VARIABLE_SCOPE_BEGIN|[63]|data|List<Class__c>|true|false
23:38:32.0 (14011544)|VARIABLE_ASSIGNMENT|[63]|data|[{"className__c":"Math","Id":"a0H0o00000fJQOvEAO"},{"className__c":"English","Id":"a0H0o00000fJQOwEAO"}]|0x5e92934d
23:38:32.0 (14190820)|HEAP_ALLOCATE|[64]|Bytes:5
23:38:32.0 (14212724)|HEAP_ALLOCATE|[64]|Bytes:12
23:38:32.0 (14221171)|VARIABLE_SCOPE_BEGIN|[64]|c|Class__c|true|false
23:38:32.0 (14237191)|VARIABLE_ASSIGNMENT|[64]|c|{"className__c":"Math","Id":"a0H0o00000fJQOvEAO"}|0x72dc03bb
23:38:32.0 (14244364)|STATEMENT_EXECUTE|[64]
23:38:32.0 (14246539)|STATEMENT_EXECUTE|[65]
23:38:32.0 (14254935)|HEAP_ALLOCATE|[65]|Bytes:12
23:38:32.0 (14356087)|HEAP_ALLOCATE|[65]|Bytes:4
23:38:32.0 (14394112)|HEAP_ALLOCATE|[65]|Bytes:4
23:38:32.0 (14443950)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
23:38:32.0 (14462092)|HEAP_ALLOCATE|[64]|Bytes:5
23:38:32.0 (14472962)|HEAP_ALLOCATE|[64]|Bytes:12
23:38:32.0 (14479836)|VARIABLE_SCOPE_BEGIN|[64]|c|Class__c|true|false
23:38:32.0 (14496219)|VARIABLE_ASSIGNMENT|[64]|c|{"className__c":"English","Id":"a0H0o00000fJQOwEAO"}|0x60976e4f
23:38:32.0 (14502332)|STATEMENT_EXECUTE|[64]
23:38:32.0 (14504173)|STATEMENT_EXECUTE|[65]
23:38:32.0 (14537916)|HEAP_ALLOCATE|[65]|Bytes:7
23:38:32.0 (14565743)|HEAP_ALLOCATE|[65]|Bytes:7
23:38:32.0 (14581844)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
23:38:32.0 (14594325)|HEAP_ALLOCATE|[64]|Bytes:5
23:38:32.0 (14610433)|VARIABLE_ASSIGNMENT|[64]|c|null|
23:38:32.0 (14616484)|STATEMENT_EXECUTE|[68]
23:38:32.0 (14620908)|SYSTEM_MODE_EXIT|false
23:38:32.15 (15969237)|SYSTEM_MODE_ENTER|true
23:38:32.15 (16045626)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:38:32.15 (16057222)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
23:38:32.15 (16088781)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x30d841e8
23:38:32.15 (16095906)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
23:38:32.15 (16103916)|VARIABLE_ASSIGNMENT|[88]|escape|null
23:38:32.16 (16230061)|SYSTEM_MODE_ENTER|true
23:38:32.16 (16269633)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:38:32.16 (16276721)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
23:38:32.16 (16296700)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x30d841e8
23:38:32.0 (17594854)|SYSTEM_MODE_ENTER|true
23:38:32.0 (19695878)|VF_SERIALIZE_VIEWSTATE_BEGIN|0660o000008sEYc
23:38:32.0 (31974321)|VF_SERIALIZE_VIEWSTATE_END
23:38:32.0 (35254623)|CODE_UNIT_STARTED|[EXTERNAL]|Generate Metadata
23:38:32.0 (36227778)|CODE_UNIT_FINISHED|Generate Metadata
23:38:32.38 (38728400)|CUMULATIVE_LIMIT_USAGE
23:38:32.38 (38728400)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 2 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

23:38:32.38 (38728400)|CUMULATIVE_LIMIT_USAGE_END

23:38:32.0 (38795306)|CODE_UNIT_FINISHED|VF: /apex/MainPage
23:38:32.0 (39532901)|EXECUTION_FINISHED
