36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
00:05:38.0 (412656)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
00:05:38.0 (581096)|EXECUTION_STARTED
00:05:38.0 (587697)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sbCc|VF: /apex/AddNewStudent
00:05:38.0 (1316625)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660o000008sbCc
00:05:38.0 (811908663)|VF_DESERIALIZE_VIEWSTATE_END
00:05:38.814 (814444580)|SYSTEM_MODE_ENTER|true
00:05:38.842 (842867905)|SYSTEM_MODE_ENTER|true
00:05:38.842 (842956423)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:05:38.842 (842983971)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
00:05:38.842 (843038505)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x7b1b6b97
00:05:38.842 (843051187)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
00:05:38.842 (843066088)|VARIABLE_ASSIGNMENT|[88]|escape|null
00:05:38.0 (843554321)|SYSTEM_MODE_ENTER|true
00:05:38.0 (843584206)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
00:05:38.0 (843640352)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:376
00:05:38.0 (843649458)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:63
00:05:38.0 (843657972)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
00:05:38.0 (843673479)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
00:05:38.0 (843684762)|STATEMENT_EXECUTE|[1]
00:05:38.0 (843689531)|STATEMENT_EXECUTE|[1]
00:05:38.0 (843699285)|SYSTEM_MODE_ENTER|false
00:05:38.0 (843710547)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
00:05:38.0 (843726489)|STATEMENT_EXECUTE|[18]
00:05:38.0 (843729385)|STATEMENT_EXECUTE|[37]
00:05:38.0 (843735185)|SYSTEM_MODE_EXIT|false
00:05:38.0 (843745658)|METHOD_EXIT|[1]|Controller
00:05:38.0 (843831091)|SYSTEM_MODE_ENTER|true
00:05:38.0 (843958146)|SYSTEM_MODE_ENTER|true
00:05:38.0 (844044824)|SYSTEM_MODE_ENTER|true
00:05:38.0 (844106403)|SYSTEM_MODE_ENTER|true
00:05:38.0 (844156548)|SYSTEM_MODE_ENTER|true
00:05:38.0 (844221989)|SYSTEM_MODE_ENTER|true
00:05:38.0 (844382472)|SYSTEM_MODE_ENTER|true
00:05:38.0 (844674825)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:64
00:05:38.0 (844686994)|VARIABLE_SCOPE_BEGIN|[56]|this|Controller|true|false
00:05:38.0 (844787367)|VARIABLE_ASSIGNMENT|[56]|this|{}|0x653972ab
00:05:38.0 (844819937)|SYSTEM_MODE_ENTER|false
00:05:38.0 (844832121)|HEAP_ALLOCATE|[57]|Bytes:5
00:05:38.0 (844839981)|STATEMENT_EXECUTE|[56]
00:05:38.0 (844841770)|STATEMENT_EXECUTE|[57]
00:05:38.0 (844855206)|HEAP_ALLOCATE|[57]|Bytes:4
00:05:38.0 (844893456)|VARIABLE_SCOPE_BEGIN|[57]|options|List<System.SelectOption>|true|false
00:05:38.0 (844926996)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
00:05:38.0 (844941130)|VARIABLE_ASSIGNMENT|[57]|options|[]|0x51c82430
00:05:38.0 (844949548)|STATEMENT_EXECUTE|[58]
00:05:38.0 (844955216)|HEAP_ALLOCATE|[58]|Bytes:33
00:05:38.0 (844974488)|HEAP_ALLOCATE|[58]|Bytes:4
00:05:38.0 (845256336)|SOQL_EXECUTE_BEGIN|[58]|Aggregations:0|SELECT className__C FROM Class__c
00:05:39.173 (1173066462)|SOQL_EXECUTE_END|[58]|Rows:2
00:05:39.173 (1173125624)|HEAP_ALLOCATE|[58]|Bytes:12
