36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:44:42.30 (30695209)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Indochina Time|GMT+07:00
15:44:42.30 (30737161)|EXECUTION_STARTED
15:44:42.30 (30744749)|CODE_UNIT_STARTED|[EXTERNAL]|01p0o00000GMbcn|Controller_test.setup()
15:44:42.30 (31009398)|HEAP_ALLOCATE|[72]|Bytes:3
15:44:42.30 (31051595)|HEAP_ALLOCATE|[77]|Bytes:152
15:44:42.30 (31067450)|HEAP_ALLOCATE|[342]|Bytes:408
15:44:42.30 (31081095)|HEAP_ALLOCATE|[355]|Bytes:408
15:44:42.30 (31094040)|HEAP_ALLOCATE|[467]|Bytes:48
15:44:42.30 (31136912)|HEAP_ALLOCATE|[139]|Bytes:6
15:44:42.30 (31163106)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:265
15:44:42.30 (31178580)|METHOD_ENTRY|[2]|01p0o00000GMbcn|Controller_test.Controller_test()
15:44:42.30 (31190097)|STATEMENT_EXECUTE|[2]
15:44:42.30 (31202243)|STATEMENT_EXECUTE|[2]
15:44:42.30 (31211528)|METHOD_EXIT|[2]|Controller_test
15:44:42.30 (31257092)|HEAP_ALLOCATE|[50]|Bytes:5
15:44:42.30 (31280169)|HEAP_ALLOCATE|[56]|Bytes:5
15:44:42.30 (31288509)|HEAP_ALLOCATE|[64]|Bytes:7
15:44:42.30 (31325492)|STATEMENT_EXECUTE|[4]
15:44:42.30 (31327672)|STATEMENT_EXECUTE|[6]
15:44:42.30 (31429395)|HEAP_ALLOCATE|[6]|Bytes:4
15:44:42.30 (31530515)|VARIABLE_SCOPE_BEGIN|[6]|testClass|List<Class__c>|true|false
15:44:42.30 (31546132)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:42.30 (31586406)|VARIABLE_ASSIGNMENT|[6]|testClass|[]|0x30dba8f6
15:44:42.30 (31596062)|STATEMENT_EXECUTE|[7]
15:44:42.30 (31626129)|HEAP_ALLOCATE|[7]|Bytes:4
15:44:42.30 (31735297)|HEAP_ALLOCATE|[7]|Bytes:7
15:44:42.30 (31819201)|VARIABLE_ASSIGNMENT|[7]|this.className__c|"English"|0x109e1f2c
15:44:42.30 (31922283)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:42.30 (31938644)|STATEMENT_EXECUTE|[8]
15:44:42.30 (31961514)|HEAP_ALLOCATE|[8]|Bytes:4
15:44:42.30 (31974195)|HEAP_ALLOCATE|[8]|Bytes:4
15:44:42.30 (32015564)|VARIABLE_ASSIGNMENT|[8]|this.className__c|"Math"|0x74053672
15:44:42.30 (32053399)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:42.30 (32061830)|STATEMENT_EXECUTE|[9]
15:44:42.30 (32076802)|HEAP_ALLOCATE|[9]|Bytes:4
15:44:42.30 (32085378)|HEAP_ALLOCATE|[9]|Bytes:7
15:44:42.30 (32138282)|VARIABLE_ASSIGNMENT|[9]|this.className__c|"Physics"|0x70ad0614
15:44:42.30 (32171725)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:42.30 (32179421)|STATEMENT_EXECUTE|[10]
15:44:42.30 (32192186)|HEAP_ALLOCATE|[10]|Bytes:4
15:44:42.30 (32200307)|HEAP_ALLOCATE|[10]|Bytes:9
15:44:42.30 (32230130)|VARIABLE_ASSIGNMENT|[10]|this.className__c|"Chemistry"|0x1183d9db
15:44:42.30 (32258738)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:42.30 (32266193)|STATEMENT_EXECUTE|[11]
15:44:42.30 (32333748)|DML_BEGIN|[11]|Op:Insert|Type:Class__c|Rows:4
15:44:42.30 (32367457)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
15:44:42.30 (70886692)|DML_END|[11]
15:44:42.30 (70968227)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
15:44:42.30 (70988815)|STATEMENT_EXECUTE|[12]
15:44:42.30 (70998114)|HEAP_ALLOCATE|[12]|Bytes:56
15:44:42.30 (71028660)|HEAP_ALLOCATE|[12]|Bytes:4
15:44:42.30 (71319944)|SOQL_EXECUTE_BEGIN|[12]|Aggregations:0|SELECT id FROM Class__c WHERE className__c = 'Chemistry'
15:44:42.30 (77021668)|SOQL_EXECUTE_END|[12]|Rows:1
15:44:42.30 (77071121)|HEAP_ALLOCATE|[12]|Bytes:8
15:44:42.30 (77091346)|HEAP_ALLOCATE|[12]|Bytes:29
15:44:42.30 (77141056)|HEAP_ALLOCATE|[12]|Bytes:8
15:44:42.30 (77161929)|HEAP_ALLOCATE|[12]|Bytes:34
15:44:42.30 (77195087)|HEAP_ALLOCATE|[12]|Bytes:8
15:44:42.30 (77211220)|VARIABLE_SCOPE_BEGIN|[12]|classMath|Class__c|true|false
15:44:42.30 (77256521)|VARIABLE_ASSIGNMENT|[12]|classMath|{"Id":"a0H0o00000fKa8CEAS"}|0x32026b0d
15:44:42.30 (77269433)|STATEMENT_EXECUTE|[13]
15:44:42.30 (77349599)|HEAP_ALLOCATE|[13]|Bytes:4
15:44:42.30 (77443257)|VARIABLE_SCOPE_BEGIN|[13]|testStudent|List<Student__c>|true|false
15:44:42.30 (77462002)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:42.30 (77477281)|VARIABLE_ASSIGNMENT|[13]|testStudent|[]|0xbd10774
15:44:42.30 (77486890)|STATEMENT_EXECUTE|[14]
15:44:42.30 (77549003)|HEAP_ALLOCATE|[14]|Bytes:12
15:44:42.30 (77647160)|USER_DEBUG|[14]|DEBUG|a0H0o00000fKa8AEAS
15:44:42.30 (77669612)|STATEMENT_EXECUTE|[15]
15:44:42.30 (77698927)|HEAP_ALLOCATE|[15]|Bytes:4
15:44:42.30 (77789418)|HEAP_ALLOCATE|[15]|Bytes:11
15:44:42.30 (77863290)|VARIABLE_ASSIGNMENT|[15]|this.Name|"truong vy 1"|0x1f189546
15:44:42.30 (77875362)|HEAP_ALLOCATE|[16]|Bytes:4
15:44:42.30 (77922551)|VARIABLE_ASSIGNMENT|[15]|this.Namef__c|"vy 1"|0x1f189546
15:44:42.30 (77934535)|HEAP_ALLOCATE|[17]|Bytes:6
15:44:42.30 (77980335)|VARIABLE_ASSIGNMENT|[15]|this.Namel__c|"truong"|0x1f189546
15:44:42.30 (78025781)|VARIABLE_ASSIGNMENT|[15]|this.Gender__c|true|0x1f189546
15:44:42.30 (78121387)|HEAP_ALLOCATE|[19]|Bytes:4
15:44:42.30 (78235289)|VARIABLE_ASSIGNMENT|[15]|this.Birthday__c|"2011-03-21T00:00:00.000Z"|0x1f189546
15:44:42.30 (78347506)|HEAP_ALLOCATE|[15]|Bytes:28
15:44:42.30 (78355715)|HEAP_ALLOCATE|[15]|Bytes:28
15:44:42.30 (78406318)|VARIABLE_ASSIGNMENT|[15]|this.Score1__c|4|0x1f189546
15:44:42.30 (78424906)|HEAP_ALLOCATE|[15]|Bytes:28
15:44:42.30 (78430875)|HEAP_ALLOCATE|[15]|Bytes:28
15:44:42.30 (78480676)|VARIABLE_ASSIGNMENT|[15]|this.Score2__c|7|0x1f189546
15:44:42.30 (78497409)|HEAP_ALLOCATE|[15]|Bytes:28
15:44:42.30 (78502803)|HEAP_ALLOCATE|[15]|Bytes:28
15:44:42.30 (78540996)|VARIABLE_ASSIGNMENT|[15]|this.Score3__c|9|0x1f189546
15:44:42.30 (78629857)|VARIABLE_ASSIGNMENT|[15]|this.Class__c|"a0H0o00000fKa8CEAS"|0x1f189546
15:44:42.30 (78709508)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:42.30 (78723683)|STATEMENT_EXECUTE|[25]
15:44:42.30 (78745640)|HEAP_ALLOCATE|[25]|Bytes:4
15:44:42.30 (78760106)|HEAP_ALLOCATE|[25]|Bytes:11
