36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
03:19:55.0 (498879)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
03:19:55.0 (537906)|EXECUTION_STARTED
03:19:55.0 (543334)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
03:19:55.0 (1104823)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660o000008sEYc
03:19:55.0 (10392228)|HEAP_ALLOCATE|[72]|Bytes:3
03:19:55.0 (10448463)|HEAP_ALLOCATE|[77]|Bytes:152
03:19:55.0 (10471809)|HEAP_ALLOCATE|[342]|Bytes:408
03:19:55.0 (10494982)|HEAP_ALLOCATE|[355]|Bytes:408
03:19:55.0 (10517251)|HEAP_ALLOCATE|[467]|Bytes:48
03:19:55.0 (10561516)|HEAP_ALLOCATE|[139]|Bytes:6
03:19:55.0 (11069351)|HEAP_ALLOCATE|[50]|Bytes:5
03:19:55.0 (11115145)|HEAP_ALLOCATE|[56]|Bytes:5
03:19:55.0 (11133474)|HEAP_ALLOCATE|[64]|Bytes:7
03:19:55.0 (15766019)|VF_DESERIALIZE_VIEWSTATE_END
03:19:55.0 (16663960)|SYSTEM_MODE_ENTER|true
03:19:55.0 (16714964)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
03:19:55.0 (16736646)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:436
03:19:55.0 (16747639)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:88
03:19:55.0 (16756529)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
03:19:55.0 (16779530)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
03:19:55.0 (16789704)|STATEMENT_EXECUTE|[1]
03:19:55.0 (16795591)|STATEMENT_EXECUTE|[1]
03:19:55.0 (16805080)|SYSTEM_MODE_ENTER|false
03:19:55.0 (16817919)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:19:55.0 (16825787)|STATEMENT_EXECUTE|[31]
03:19:55.0 (16827519)|STATEMENT_EXECUTE|[47]
03:19:55.0 (16833841)|SYSTEM_MODE_EXIT|false
03:19:55.0 (16844085)|METHOD_EXIT|[1]|Controller
03:19:55.0 (16904770)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:188
03:19:55.0 (16914001)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
03:19:55.21 (21006783)|SYSTEM_MODE_ENTER|true
03:19:55.21 (21120462)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
03:19:55.21 (21135150)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
03:19:55.22 (22123186)|SYSTEM_MODE_ENTER|true
03:19:55.22 (22190140)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
03:19:55.22 (22200925)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
03:19:55.22 (22244409)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x38a19fb9
03:19:55.22 (22254426)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
03:19:55.22 (22266881)|VARIABLE_ASSIGNMENT|[88]|escape|null
03:19:55.0 (22443779)|SYSTEM_MODE_ENTER|true
03:19:55.0 (23077543)|SYSTEM_MODE_ENTER|true
03:19:55.0 (23304517)|SYSTEM_MODE_ENTER|true
03:19:55.0 (23617990)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:76
03:19:55.0 (23630304)|VARIABLE_SCOPE_BEGIN|[103]|this|Controller|true|false
03:19:55.0 (23734618)|VARIABLE_ASSIGNMENT|[103]|this|{"firstNameDetails":"aa","genderDetails":"aa","lastNameDetails":"aa","objKeySearch":"0x71afd7da","student":"0x48875372"}|0x49626e76
03:19:55.0 (23753032)|SYSTEM_MODE_ENTER|false
03:19:55.0 (23762746)|HEAP_ALLOCATE|[104]|Bytes:5
03:19:55.0 (23770217)|STATEMENT_EXECUTE|[103]
03:19:55.0 (23772223)|STATEMENT_EXECUTE|[104]
03:19:55.0 (23784181)|HEAP_ALLOCATE|[104]|Bytes:4
03:19:55.0 (23824351)|VARIABLE_SCOPE_BEGIN|[104]|options|List<System.SelectOption>|true|false
03:19:55.0 (23864893)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:19:55.0 (23885508)|VARIABLE_ASSIGNMENT|[104]|options|[]|0x4da71f74
03:19:55.0 (23897879)|STATEMENT_EXECUTE|[105]
03:19:55.0 (23902604)|HEAP_ALLOCATE|[105]|Bytes:33
03:19:55.0 (23924453)|HEAP_ALLOCATE|[105]|Bytes:4
03:19:55.0 (25119530)|SOQL_EXECUTE_BEGIN|[105]|Aggregations:0|SELECT className__C FROM Class__c
03:19:55.0 (28040822)|SOQL_EXECUTE_END|[105]|Rows:2
03:19:55.0 (28072840)|HEAP_ALLOCATE|[105]|Bytes:12
03:19:55.0 (28097966)|HEAP_ALLOCATE|[105]|Bytes:101
03:19:55.0 (28205745)|HEAP_ALLOCATE|[105]|Bytes:12
03:19:55.0 (28227329)|VARIABLE_SCOPE_BEGIN|[105]|data|List<Class__c>|true|false
03:19:55.0 (28272532)|VARIABLE_ASSIGNMENT|[105]|data|[{"className__c":"Math","Id":"a0H0o00000fJQOvEAO"},{"className__c":"English","Id":"a0H0o00000fJQOwEAO"}]|0x6bfa4e32
03:19:55.0 (28499461)|HEAP_ALLOCATE|[106]|Bytes:5
03:19:55.0 (28525169)|HEAP_ALLOCATE|[106]|Bytes:12
03:19:55.0 (28538436)|VARIABLE_SCOPE_BEGIN|[106]|c|Class__c|true|false
03:19:55.0 (28558041)|VARIABLE_ASSIGNMENT|[106]|c|{"className__c":"Math","Id":"a0H0o00000fJQOvEAO"}|0x19e85a46
03:19:55.0 (28567761)|STATEMENT_EXECUTE|[106]
03:19:55.0 (28569851)|STATEMENT_EXECUTE|[107]
03:19:55.0 (28584328)|HEAP_ALLOCATE|[107]|Bytes:12
03:19:55.0 (28698341)|HEAP_ALLOCATE|[107]|Bytes:4
03:19:55.0 (28742527)|HEAP_ALLOCATE|[107]|Bytes:4
03:19:55.0 (28791190)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:19:55.0 (28808796)|HEAP_ALLOCATE|[106]|Bytes:5
03:19:55.0 (28822130)|HEAP_ALLOCATE|[106]|Bytes:12
03:19:55.0 (28828975)|VARIABLE_SCOPE_BEGIN|[106]|c|Class__c|true|false
03:19:55.0 (28850199)|VARIABLE_ASSIGNMENT|[106]|c|{"className__c":"English","Id":"a0H0o00000fJQOwEAO"}|0x66072cd4
03:19:55.0 (28859259)|STATEMENT_EXECUTE|[106]
03:19:55.0 (28860944)|STATEMENT_EXECUTE|[107]
03:19:55.0 (28898346)|HEAP_ALLOCATE|[107]|Bytes:7
03:19:55.0 (28932311)|HEAP_ALLOCATE|[107]|Bytes:7
03:19:55.0 (28949915)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:19:55.0 (28963691)|HEAP_ALLOCATE|[106]|Bytes:5
03:19:55.0 (28977735)|VARIABLE_ASSIGNMENT|[106]|c|null|
03:19:55.0 (28984576)|STATEMENT_EXECUTE|[110]
03:19:55.0 (28990980)|SYSTEM_MODE_EXIT|false
03:19:55.0 (30311502)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:19:55.0 (30326963)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
03:19:55.0 (30343706)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this.increasing|false|0x71afd7da
03:19:55.0 (30397755)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
03:19:55.0 (30407721)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
03:19:55.0 (30423186)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this.className|"Math"|0x71afd7da
03:19:55.30 (30889076)|SYSTEM_MODE_ENTER|true
03:19:55.30 (30961988)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
03:19:55.30 (30974501)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
03:19:55.30 (31009893)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x38a19fb9
03:19:55.30 (31020548)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
03:19:55.30 (31031615)|VARIABLE_ASSIGNMENT|[88]|escape|null
03:19:55.0 (31295741)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:76
03:19:55.0 (31308522)|VARIABLE_SCOPE_BEGIN|[209]|this|Controller|true|false
03:19:55.0 (31363310)|VARIABLE_ASSIGNMENT|[209]|this|{"firstNameDetails":"aa","genderDetails":"aa","lastNameDetails":"aa","objKeySearch":"0x71afd7da","student":"0x48875372"}|0x49626e76
03:19:55.0 (31380590)|SYSTEM_MODE_ENTER|false
03:19:55.0 (31389870)|HEAP_ALLOCATE|[210]|Bytes:5
03:19:55.0 (31396516)|STATEMENT_EXECUTE|[209]
03:19:55.0 (31398341)|STATEMENT_EXECUTE|[210]
03:19:55.0 (31399741)|STATEMENT_EXECUTE|[210]
03:19:55.0 (31463282)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"firstNameDetails":"aa","genderDetails":"aa","lastNameDetails":"aa","objKeySearch":"0x71afd7da","student":"0x48875372"}|0x49626e76
03:19:55.0 (31519879)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"className":"Math","increasing":false,"objStudentFrom":"0x7cb97290","objStudentTo":"0x360d114e","studentName":"0x2d008a66"}|0x71afd7da
03:19:55.0 (31619332)|STATEMENT_EXECUTE|[211]
03:19:55.0 (31622164)|STATEMENT_EXECUTE|[215]
03:19:55.0 (31660953)|METHOD_ENTRY|[215]|01p0o00000GLKhZ|Controller.getStudent()
03:19:55.0 (31685121)|VARIABLE_SCOPE_BEGIN|[113]|this|Controller|true|false
03:19:55.0 (31728932)|VARIABLE_ASSIGNMENT|[113]|this|{"firstNameDetails":"aa","genderDetails":"aa","lastNameDetails":"aa","objKeySearch":"0x71afd7da","student":"0x48875372"}|0x49626e76
03:19:55.0 (31745632)|HEAP_ALLOCATE|[114]|Bytes:5
03:19:55.0 (31750534)|STATEMENT_EXECUTE|[113]
03:19:55.0 (31752196)|STATEMENT_EXECUTE|[114]
03:19:55.0 (31757377)|HEAP_ALLOCATE|[114]|Bytes:274
03:19:55.0 (31789380)|HEAP_ALLOCATE|[114]|Bytes:4
03:19:55.0 (31804490)|HEAP_ALLOCATE|[114]|Bytes:7
03:19:55.0 (31855060)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"firstNameDetails":"aa","genderDetails":"aa","lastNameDetails":"aa","objKeySearch":"0x71afd7da","student":"0x48875372"}|0x49626e76
03:19:55.0 (31896567)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"className":"Math","increasing":false,"objStudentFrom":"0x7cb97290","objStudentTo":"0x360d114e","studentName":"0x2d008a66"}|0x71afd7da
03:19:55.0 (31936246)|HEAP_ALLOCATE|[114]|Bytes:7
03:19:55.0 (31989380)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"firstNameDetails":"aa","genderDetails":"aa","lastNameDetails":"aa","objKeySearch":"0x71afd7da","student":"0x48875372"}|0x49626e76
