36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
03:57:06.0 (464823)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
03:57:06.0 (502739)|EXECUTION_STARTED
03:57:06.0 (507446)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
03:57:06.0 (3307686)|SYSTEM_MODE_ENTER|true
03:57:06.0 (3664075)|HEAP_ALLOCATE|[72]|Bytes:3
03:57:06.0 (3713806)|HEAP_ALLOCATE|[77]|Bytes:152
03:57:06.0 (3730305)|HEAP_ALLOCATE|[342]|Bytes:408
03:57:06.0 (3742243)|HEAP_ALLOCATE|[355]|Bytes:408
03:57:06.0 (3753000)|HEAP_ALLOCATE|[467]|Bytes:48
03:57:06.0 (3782505)|HEAP_ALLOCATE|[139]|Bytes:6
03:57:06.0 (3805784)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
03:57:06.0 (3811799)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:376
03:57:06.0 (3815821)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:63
03:57:06.0 (3820333)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
03:57:06.0 (3830103)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
03:57:06.0 (3837399)|STATEMENT_EXECUTE|[1]
03:57:06.0 (3844055)|STATEMENT_EXECUTE|[1]
03:57:06.0 (3873253)|HEAP_ALLOCATE|[50]|Bytes:5
03:57:06.0 (3900077)|HEAP_ALLOCATE|[56]|Bytes:5
03:57:06.0 (3908343)|HEAP_ALLOCATE|[64]|Bytes:7
03:57:06.0 (3923442)|SYSTEM_MODE_ENTER|false
03:57:06.0 (3940565)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:57:06.0 (3944576)|STATEMENT_EXECUTE|[18]
03:57:06.0 (3946453)|STATEMENT_EXECUTE|[31]
03:57:06.0 (3952914)|SYSTEM_MODE_EXIT|false
03:57:06.0 (3961653)|METHOD_EXIT|[1]|Controller
03:57:06.0 (3998258)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:64
03:57:06.0 (4009900)|VARIABLE_SCOPE_BEGIN|[1]|this|Controller|true|false
03:57:06.0 (4114733)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x73895447
03:57:06.0 (4127213)|SYSTEM_MODE_ENTER|false
03:57:06.0 (4139685)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:57:06.0 (4149312)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
03:57:06.0 (4187883)|SYSTEM_MODE_EXIT|false
03:57:06.0 (4194440)|STATEMENT_EXECUTE|[1]
03:57:06.0 (4197959)|SYSTEM_MODE_ENTER|false
03:57:06.0 (4202641)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:57:06.0 (4206261)|STATEMENT_EXECUTE|[2]
03:57:06.0 (4208542)|STATEMENT_EXECUTE|[3]
03:57:06.0 (4210204)|STATEMENT_EXECUTE|[4]
03:57:06.0 (4211813)|STATEMENT_EXECUTE|[5]
03:57:06.0 (4213296)|STATEMENT_EXECUTE|[6]
03:57:06.0 (4214724)|STATEMENT_EXECUTE|[7]
03:57:06.0 (4216195)|STATEMENT_EXECUTE|[8]
03:57:06.0 (4217725)|STATEMENT_EXECUTE|[9]
03:57:06.0 (4219302)|STATEMENT_EXECUTE|[10]
03:57:06.0 (4220873)|STATEMENT_EXECUTE|[11]
03:57:06.0 (4222249)|STATEMENT_EXECUTE|[12]
03:57:06.0 (4224274)|STATEMENT_EXECUTE|[13]
03:57:06.0 (4226159)|STATEMENT_EXECUTE|[14]
03:57:06.0 (4227712)|STATEMENT_EXECUTE|[15]
03:57:06.0 (4229192)|STATEMENT_EXECUTE|[16]
03:57:06.0 (4231353)|SYSTEM_MODE_EXIT|false
03:57:06.0 (4300635)|SYSTEM_MODE_ENTER|true
03:57:06.0 (4494510)|SYSTEM_MODE_ENTER|true
03:57:06.6 (6451907)|SYSTEM_MODE_ENTER|true
03:57:06.6 (6487056)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
03:57:06.6 (6495728)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
