36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:29:59.0 (414824)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
02:29:59.0 (454048)|EXECUTION_STARTED
02:29:59.0 (459562)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
02:29:59.0 (1441577)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660o000008sEYc
02:29:59.0 (8557537)|HEAP_ALLOCATE|[72]|Bytes:3
02:29:59.0 (8597591)|HEAP_ALLOCATE|[77]|Bytes:152
02:29:59.0 (8612730)|HEAP_ALLOCATE|[342]|Bytes:408
02:29:59.0 (8626152)|HEAP_ALLOCATE|[355]|Bytes:408
02:29:59.0 (8637412)|HEAP_ALLOCATE|[467]|Bytes:48
02:29:59.0 (8661597)|HEAP_ALLOCATE|[139]|Bytes:6
02:29:59.0 (8698832)|HEAP_ALLOCATE|[50]|Bytes:5
02:29:59.0 (8718339)|HEAP_ALLOCATE|[56]|Bytes:5
02:29:59.0 (8740844)|HEAP_ALLOCATE|[64]|Bytes:7
02:29:59.0 (11928221)|VF_DESERIALIZE_VIEWSTATE_END
02:29:59.0 (12618192)|SYSTEM_MODE_ENTER|true
02:29:59.0 (12657008)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
02:29:59.0 (12669467)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:436
02:29:59.0 (12674018)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:87
02:29:59.0 (12679873)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
02:29:59.0 (12693025)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
02:29:59.0 (12701455)|STATEMENT_EXECUTE|[1]
02:29:59.0 (12706021)|STATEMENT_EXECUTE|[1]
