36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
00:09:53.0 (462397)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
00:09:53.0 (500780)|EXECUTION_STARTED
00:09:53.0 (507303)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sEYc|VF: /apex/MainPage
00:09:53.0 (1138535)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660o000008sEYc
00:09:53.0 (9891510)|VF_DESERIALIZE_VIEWSTATE_END
00:09:53.0 (11278429)|SYSTEM_MODE_ENTER|true
00:09:53.0 (11380681)|HEAP_ALLOCATE|[72]|Bytes:3
00:09:53.0 (11423722)|HEAP_ALLOCATE|[77]|Bytes:152
00:09:53.0 (11439576)|HEAP_ALLOCATE|[342]|Bytes:408
00:09:53.0 (11457757)|HEAP_ALLOCATE|[355]|Bytes:408
00:09:53.0 (11469965)|HEAP_ALLOCATE|[467]|Bytes:48
00:09:53.0 (11498307)|HEAP_ALLOCATE|[139]|Bytes:6
00:09:53.0 (11522028)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:176
00:09:53.0 (11528424)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
00:09:53.0 (11532860)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
00:09:53.0 (11543212)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
00:09:53.0 (11550745)|STATEMENT_EXECUTE|[1]
00:09:53.0 (11556422)|STATEMENT_EXECUTE|[1]
00:09:53.0 (11588011)|HEAP_ALLOCATE|[50]|Bytes:5
00:09:53.0 (11618256)|HEAP_ALLOCATE|[56]|Bytes:5
00:09:53.0 (11634881)|HEAP_ALLOCATE|[64]|Bytes:7
00:09:53.0 (11654546)|SYSTEM_MODE_ENTER|false
00:09:53.0 (11670666)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
00:09:53.0 (11679553)|SYSTEM_MODE_EXIT|false
00:09:53.0 (11690129)|METHOD_EXIT|[1]|Controller
00:09:53.0 (11847016)|SYSTEM_MODE_ENTER|true
00:09:53.0 (12103701)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
00:09:53.0 (12116342)|VARIABLE_SCOPE_BEGIN|[8]|this|Controller|true|false
