36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
01:08:47.0 (366434)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Pacific Standard Time|GMT-07:00
01:08:47.0 (398082)|EXECUTION_STARTED
01:08:47.0 (405204)|CODE_UNIT_STARTED|[EXTERNAL]|0660o000008sbCc|VF: /apex/AddNewStudent
01:08:47.0 (908440)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660o000008sbCc
01:08:47.0 (13929442)|VF_DESERIALIZE_VIEWSTATE_END
01:08:47.14 (14836231)|SYSTEM_MODE_ENTER|true
01:08:47.15 (15895341)|SYSTEM_MODE_ENTER|true
01:08:47.15 (15954544)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:08:47.15 (15974092)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
01:08:47.15 (16040402)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x3cb7f179
01:08:47.15 (16049038)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
01:08:47.15 (16058124)|VARIABLE_ASSIGNMENT|[88]|escape|null
01:08:47.0 (28237879)|SYSTEM_MODE_ENTER|true
01:08:47.0 (28274935)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:19
01:08:47.0 (28291553)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:376
01:08:47.0 (28296680)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:63
01:08:47.0 (28300568)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
01:08:47.0 (28314521)|METHOD_ENTRY|[1]|01p0o00000GLKhZ|Controller.Controller()
01:08:47.0 (28324502)|STATEMENT_EXECUTE|[1]
01:08:47.0 (28330766)|STATEMENT_EXECUTE|[1]
01:08:47.0 (28340024)|SYSTEM_MODE_ENTER|false
01:08:47.0 (28347811)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
01:08:47.0 (28356508)|STATEMENT_EXECUTE|[18]
01:08:47.0 (28358404)|STATEMENT_EXECUTE|[37]
01:08:47.0 (28363565)|SYSTEM_MODE_EXIT|false
01:08:47.0 (28373216)|METHOD_EXIT|[1]|Controller
01:08:47.0 (28459958)|SYSTEM_MODE_ENTER|true
01:08:47.0 (28522560)|SYSTEM_MODE_ENTER|true
01:08:47.0 (28587062)|SYSTEM_MODE_ENTER|true
01:08:47.0 (28642971)|SYSTEM_MODE_ENTER|true
01:08:47.0 (28689142)|SYSTEM_MODE_ENTER|true
01:08:47.0 (28730796)|SYSTEM_MODE_ENTER|true
01:08:47.0 (28848844)|SYSTEM_MODE_ENTER|true
01:08:47.0 (29070039)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:64
01:08:47.0 (29088395)|VARIABLE_SCOPE_BEGIN|[56]|this|Controller|true|false
01:08:47.0 (29166719)|VARIABLE_ASSIGNMENT|[56]|this|{}|0x380b48ed
01:08:47.0 (29184286)|SYSTEM_MODE_ENTER|false
01:08:47.0 (29197210)|HEAP_ALLOCATE|[57]|Bytes:5
01:08:47.0 (29202455)|STATEMENT_EXECUTE|[56]
01:08:47.0 (29204483)|STATEMENT_EXECUTE|[57]
01:08:47.0 (29216375)|HEAP_ALLOCATE|[57]|Bytes:4
01:08:47.0 (29252753)|VARIABLE_SCOPE_BEGIN|[57]|options|List<System.SelectOption>|true|false
01:08:47.0 (29278416)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:08:47.0 (29289911)|VARIABLE_ASSIGNMENT|[57]|options|[]|0x3884a167
01:08:47.0 (29296201)|STATEMENT_EXECUTE|[58]
01:08:47.0 (29300343)|HEAP_ALLOCATE|[58]|Bytes:33
01:08:47.0 (29316722)|HEAP_ALLOCATE|[58]|Bytes:4
01:08:47.0 (30442601)|SOQL_EXECUTE_BEGIN|[58]|Aggregations:0|SELECT className__C FROM Class__c
01:08:47.0 (32838909)|SOQL_EXECUTE_END|[58]|Rows:2
01:08:47.0 (32863113)|HEAP_ALLOCATE|[58]|Bytes:12
01:08:47.0 (32883247)|HEAP_ALLOCATE|[58]|Bytes:101
01:08:47.0 (32959103)|HEAP_ALLOCATE|[58]|Bytes:12
01:08:47.0 (32978511)|VARIABLE_SCOPE_BEGIN|[58]|data|List<Class__c>|true|false
