36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:31:40.24 (24359075)|USER_INFO|[EXTERNAL]|0050o00000WkyGG|ttvy@keizu.co.jp|Indochina Time|GMT+07:00
14:31:40.24 (24413844)|EXECUTION_STARTED
14:31:40.24 (24421502)|CODE_UNIT_STARTED|[EXTERNAL]|01p0o00000GMbcn|Controller_test.setup()
14:31:40.24 (24672860)|HEAP_ALLOCATE|[72]|Bytes:3
14:31:40.24 (24730297)|HEAP_ALLOCATE|[77]|Bytes:152
14:31:40.24 (24747365)|HEAP_ALLOCATE|[342]|Bytes:408
14:31:40.24 (24763358)|HEAP_ALLOCATE|[355]|Bytes:408
14:31:40.24 (24776518)|HEAP_ALLOCATE|[467]|Bytes:48
14:31:40.24 (24804120)|HEAP_ALLOCATE|[139]|Bytes:6
14:31:40.24 (24822103)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:253
14:31:40.24 (24863950)|METHOD_ENTRY|[2]|01p0o00000GMbcn|Controller_test.Controller_test()
14:31:40.24 (24870731)|STATEMENT_EXECUTE|[2]
14:31:40.24 (24876496)|STATEMENT_EXECUTE|[2]
14:31:40.24 (24888987)|METHOD_EXIT|[2]|Controller_test
14:31:40.24 (24923069)|HEAP_ALLOCATE|[50]|Bytes:5
14:31:40.24 (24946010)|HEAP_ALLOCATE|[56]|Bytes:5
14:31:40.24 (24955919)|HEAP_ALLOCATE|[64]|Bytes:7
14:31:40.24 (24991506)|STATEMENT_EXECUTE|[4]
14:31:40.24 (24993782)|STATEMENT_EXECUTE|[6]
14:31:40.24 (25094268)|HEAP_ALLOCATE|[6]|Bytes:4
14:31:40.24 (25215566)|VARIABLE_SCOPE_BEGIN|[6]|testClass|List<Class__c>|true|false
14:31:40.24 (25229621)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:31:40.24 (25253136)|VARIABLE_ASSIGNMENT|[6]|testClass|[]|0x4b4dfc30
14:31:40.24 (25259812)|STATEMENT_EXECUTE|[7]
14:31:40.24 (25284168)|HEAP_ALLOCATE|[7]|Bytes:4
14:31:40.24 (25359070)|HEAP_ALLOCATE|[7]|Bytes:7
14:31:40.24 (25422928)|VARIABLE_ASSIGNMENT|[7]|this.className__c|"English"|0x5a55e863
14:31:40.24 (25514147)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:31:40.24 (25544291)|STATEMENT_EXECUTE|[8]
14:31:40.24 (25561710)|HEAP_ALLOCATE|[8]|Bytes:4
14:31:40.24 (25572836)|HEAP_ALLOCATE|[8]|Bytes:4
14:31:40.24 (25607820)|VARIABLE_ASSIGNMENT|[8]|this.className__c|"Math"|0x3db75a76
14:31:40.24 (25642364)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:31:40.24 (25650535)|STATEMENT_EXECUTE|[9]
14:31:40.24 (25663530)|HEAP_ALLOCATE|[9]|Bytes:4
14:31:40.24 (25672715)|HEAP_ALLOCATE|[9]|Bytes:7
14:31:40.24 (25703395)|VARIABLE_ASSIGNMENT|[9]|this.className__c|"Physics"|0xd99c378
14:31:40.24 (25733430)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:31:40.24 (25740922)|STATEMENT_EXECUTE|[10]
14:31:40.24 (25752464)|HEAP_ALLOCATE|[10]|Bytes:4
14:31:40.24 (25761124)|HEAP_ALLOCATE|[10]|Bytes:9
14:31:40.24 (25789406)|VARIABLE_ASSIGNMENT|[10]|this.className__c|"Chemistry"|0x6fe847aa
14:31:40.24 (25817854)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
